timestamp,t7,t8,pz,af3,af4
1740095390.2042,3374.359,4266.667,4174.359,4300.513,4325.641
1740095390.2121,1616.41,4260.513,4160.513,4286.667,4322.051
1740095390.2201,6756.923,4288.718,4156.41,4321.026,4339.487
1740095390.2281,4890.256,4229.231,4125.641,4272.308,4281.538
1740095390.2359,998.974,4234.359,4125.641,4258.974,4287.692
1740095390.2439,5620.513,4322.564,4160,4324.615,4365.641
1740095390.2519,6553.846,4282.051,4131.795,4291.282,4323.59
1740095390.2598,1417.436,4200.513,4129.231,4225.641,4243.59
1740095390.2678,3944.615,4282.564,4181.538,4295.897,4310.769
1740095390.2758,7093.333,4307.179,4187.692,4296.41,4324.103
1740095390.2838,2223.59,4194.359,4137.949,4178.974,4220.513
1740095390.2918,2496.41,4207.692,4155.385,4204.615,4241.026
1740095390.2995,7429.744,4297.436,4163.59,4308.205,4322.051
1740095390.3073,3973.333,4227.179,4117.949,4246.667,4251.282
1740095390.3151,1368.205,4167.179,4101.026,4196.41,4213.333
1740095390.3231,6510.769,4264.615,4146.154,4277.436,4317.949
1740095390.3309,5581.538,4301.538,4158.462,4279.487,4331.282
1740095390.3386,970.256,4257.436,4155.385,4242.564,4278.974
1740095390.3464,4955.897,4290.769,4177.436,4307.179,4318.974
1740095390.3542,6968.205,4305.128,4186.154,4318.974,4326.154
1740095390.362,1745.641,4234.359,4169.744,4228.718,4255.385
1740095390.3698,3339.487,4248.718,4173.333,4248.205,4276.41
1740095390.3775,7499.487,4289.744,4185.128,4293.333,4303.59
1740095390.3853,3050.256,4220.513,4156.41,4198.974,4217.436
1740095390.3931,1743.59,4186.154,4132.821,4150.769,4183.077
1740095390.4009,7019.487,4250.256,4133.333,4237.949,4253.333
1740095390.4087,4871.795,4228.718,4148.718,4233.333,4233.846
1740095390.4166,1072.821,4174.359,4160.513,4164.103,4174.872
1740095390.4246,5803.077,4226.154,4206.667,4203.077,4216.41
1740095390.4326,6539.487,4268.205,4214.359,4240.513,4258.462
1740095390.4406,1368.205,4238.974,4172.308,4206.667,4235.897
1740095390.4484,3963.077,4254.359,4125.641,4237.949,4250.769
1740095390.4561,7109.744,4285.128,4116.923,4283.59,4277.436
1740095390.4639,2256.41,4276.923,4137.436,4268.205,4271.282
1740095390.4717,2547.692,4305.128,4181.538,4281.026,4297.949
1740095390.4797,7489.231,4320.513,4175.897,4292.821,4302.564
1740095390.4877,4024.615,4247.692,4150.769,4226.154,4228.205
1740095390.4956,1362.051,4217.949,4180.513,4189.231,4204.103
1740095390.5036,6436.923,4281.026,4208.718,4250.256,4267.692
1740095390.5116,5507.692,4270.769,4180.513,4261.538,4256.923
1740095390.5194,1027.692,4238.974,4143.077,4229.231,4229.231
1740095390.5274,5056.41,4278.462,4131.795,4254.359,4276.923
1740095390.5353,6875.897,4274.359,4112.821,4263.077,4274.872
1740095390.5433,1741.538,4216.41,4123.59,4216.923,4214.872
1740095390.5511,3493.333,4229.744,4145.128,4222.051,4231.795
1740095390.5591,7212.308,4218.462,4157.436,4212.821,4218.974
1740095390.5669,2685.128,4157.436,4152.821,4152.308,4147.692
1740095390.5748,2098.462,4190.769,4187.179,4172.308,4178.974
1740095390.5828,7234.872,4251.282,4209.744,4234.359,4248.718
1740095390.5908,4490.256,4185.641,4161.538,4181.538,4194.359
1740095390.5986,1249.231,4149.744,4105.641,4150.256,4162.564
1740095390.6064,6172.308,4217.436,4131.795,4217.436,4228.205
1740095390.6141,6032.821,4210.769,4148.718,4214.359,4221.538
1740095390.6219,1130.256,4164.615,4150.256,4162.564,4173.333
1740095390.6297,4486.154,4215.897,4199.487,4202.051,4214.872
1740095390.6375,7064.615,4234.872,4221.026,4229.231,4237.949
1740095390.6455,1995.897,4160,4165.641,4176.923,4183.077
1740095390.6532,3021.538,4195.897,4141.026,4215.897,4225.128
1740095390.661,7528.205,4248.205,4130.769,4256.923,4271.795
1740095390.6688,3446.154,4187.179,4106.667,4195.385,4210.769
1740095390.6766,1573.333,4213.846,4163.077,4221.538,4226.154
1740095390.6844,6738.462,4320.513,4220,4318.462,4314.359
1740095390.6921,5035.897,4268.205,4205.128,4257.949,4264.103
1740095390.6999,1056.41,4184.103,4171.282,4177.949,4195.897
1740095390.7077,5602.051,4226.667,4184.103,4231.795,4241.026
1740095390.7155,6642.051,4228.205,4165.641,4227.692,4240
1740095390.7233,1421.538,4163.077,4152.308,4151.795,4178.974
1740095390.7312,3809.231,4183.59,4170.256,4181.026,4197.949
1740095390.7392,7171.282,4178.462,4194.872,4185.128,4187.692
1740095390.7472,2420.513,4107.179,4187.179,4106.667,4115.385
1740095390.7552,2457.436,4155.897,4192.308,4144.615,4156.923
1740095390.7632,7476.923,4251.282,4213.333,4232.821,4249.744
1740095390.7711,4182.564,4209.744,4183.59,4202.564,4220
1740095390.7791,1253.333,4169.231,4128.718,4188.718,4184.103
1740095390.7871,6256.41,4230.256,4129.744,4241.026,4237.949
1740095390.7951,5636.923,4207.179,4150.256,4189.744,4210.769
1740095390.8031,1062.564,4165.128,4162.564,4153.846,4170.256
1740095390.811,4923.077,4234.872,4192.308,4245.128,4240.513
1740095390.8188,7072.821,4262.051,4191.795,4277.436,4270.769
1740095390.8268,1930.256,4203.59,4175.897,4222.564,4220
1740095390.8348,3345.641,4237.436,4178.974,4263.59,4261.026
1740095390.8428,7284.103,4283.077,4187.692,4319.487,4317.436
1740095390.8507,2888.205,4218.462,4150.769,4277.436,4269.744
1740095390.8587,1872.821,4188.205,4141.026,4287.179,4266.667
1740095390.8665,7179.487,4229.744,4145.641,4384.615,4347.179
1740095390.8745,4873.846,4182.051,4153.333,4386.154,4346.667
1740095390.8823,1214.359,4136.923,4174.872,4373.846,4333.333
1740095390.8903,5936.41,4208.205,4201.538,4477.436,4414.872
1740095390.898,6315.897,4219.487,4169.231,4531.282,4455.385
1740095390.906,1255.385,4163.59,4148.718,4508.205,4432.308
1740095390.9138,4164.103,4225.128,4178.462,4564.103,4487.692
1740095390.9218,7130.256,4282.051,4173.333,4589.231,4525.128
1740095390.9296,2170.256,4206.154,4149.231,4486.154,4438.974
1740095390.9373,2705.641,4192.821,4185.128,4447.692,4395.897
1740095390.9451,7491.282,4213.333,4200,4425.128,4376.923
1740095390.9529,3770.256,4156.923,4159.487,4326.154,4296.41
1740095390.9607,1368.205,4170.256,4176.923,4307.179,4285.641
1740095390.9687,6508.718,4258.974,4207.179,4370.769,4350.769
1740095390.9764,5339.487,4232.821,4192.308,4320.513,4309.231
1740095390.9842,1056.41,4193.333,4157.436,4258.974,4250.256
1740095390.992,5273.846,4253.846,4158.974,4309.231,4296.923
1740095390.9998,6802.051,4266.154,4148.718,4310.769,4312.308
1740095391.0076,1600,4220,4145.641,4255.897,4263.077
1740095391.0153,3589.744,4262.564,4156.41,4307.179,4297.436
1740095391.0231,7228.718,4290.769,4171.282,4337.436,4321.538
1740095391.0311,2598.974,4222.051,4170.769,4252.308,4245.641
1740095391.0391,2186.667,4228.718,4199.487,4238.462,4244.103
1740095391.0471,7382.564,4305.641,4226.154,4295.385,4308.718
1740095391.055,4516.923,4263.59,4203.077,4241.538,4256.41
1740095391.063,1210.256,4210.769,4175.385,4192.821,4203.59
1740095391.071,6047.179,4272.821,4167.179,4258.974,4264.103
1740095391.079,5872.821,4276.923,4138.462,4271.795,4260.513
1740095391.087,1103.59,4233.333,4142.051,4237.949,4215.385
1740095391.0949,4611.282,4286.667,4198.462,4276.923,4267.692
1740095391.1029,7173.333,4328.205,4195.897,4297.436,4302.564
1740095391.1109,2106.667,4278.974,4168.205,4246.667,4248.718
1740095391.1189,3072.821,4294.359,4200.513,4269.231,4267.179
1740095391.1269,7290.256,4314.359,4241.538,4291.282,4297.436
1740095391.1346,3163.077,4247.692,4188.718,4232.821,4240
1740095391.1426,1608.205,4241.538,4155.897,4235.897,4226.667
1740095391.1504,6918.974,4292.821,4159.487,4280.513,4265.128
1740095391.1584,5146.667,4246.667,4152.821,4229.231,4217.949
1740095391.1662,1195.897,4206.667,4153.846,4191.795,4187.692
1740095391.1741,5647.179,4274.359,4204.615,4256.41,4254.359
1740095391.1819,6502.564,4322.051,4224.615,4304.615,4292.308
1740095391.1899,1364.103,4312.308,4202.564,4303.59,4290.256
1740095391.1979,3897.436,4324.103,4207.179,4317.436,4316.41
1740095391.2059,7238.974,4325.641,4225.128,4324.615,4314.872
1740095391.2136,2422.564,4276.923,4185.128,4284.615,4260
1740095391.2216,2484.103,4265.641,4136.923,4265.128,4251.282
1740095391.2294,7419.487,4276.41,4132.308,4274.359,4261.026
1740095391.2374,4073.846,4237.436,4136.41,4244.615,4215.897
1740095391.2454,1308.718,4210.769,4151.795,4215.897,4183.077
1740095391.2533,6354.872,4257.949,4186.667,4255.897,4226.154
1740095391.2611,5573.333,4258.974,4205.641,4253.846,4229.231
1740095391.2691,1060.513,4231.795,4188.205,4224.615,4195.897
1740095391.2771,5003.077,4251.795,4205.128,4238.462,4201.538
1740095391.2849,6912.821,4236.41,4194.359,4220,4188.718
1740095391.2926,1764.103,4175.897,4161.538,4161.538,4137.436
1740095391.3004,3390.769,4212.308,4146.667,4192.821,4162.564
1740095391.3084,7197.949,4277.436,4164.615,4241.538,4212.308
1740095391.3162,2730.256,4227.179,4162.051,4194.872,4169.231
1740095391.3242,2022.564,4172.308,4173.846,4161.538,4122.564
1740095391.3319,7306.667,4231.282,4211.282,4212.308,4172.308
1740095391.3397,4693.333,4273.333,4205.641,4240,4207.179
1740095391.3477,1148.718,4244.615,4148.718,4218.974,4177.949
1740095391.3557,5948.718,4266.154,4131.795,4226.154,4196.923
1740095391.3637,6098.462,4286.667,4153.333,4229.231,4222.051
1740095391.3714,1150.769,4267.692,4172.821,4232.821,4208.205
1740095391.3792,4375.385,4298.462,4206.667,4275.385,4232.308
1740095391.387,7212.308,4310.769,4220.513,4273.333,4246.154
1740095391.3948,2166.154,4221.538,4204.615,4191.282,4165.641
1740095391.4026,2853.333,4205.128,4198.974,4182.564,4142.051
1740095391.4105,7388.718,4228.205,4204.103,4187.692,4151.282
1740095391.4185,3466.667,4145.641,4169.744,4100.513,4074.359
1740095391.4265,1448.205,4115.385,4168.718,4087.692,4054.872
1740095391.4345,6756.923,4198.974,4183.077,4187.692,4140.513
1740095391.4425,5351.795,4191.282,4189.744,4180,4136.923
1740095391.4504,1040,4157.436,4196.923,4117.436,4103.59
1740095391.4584,5368.205,4226.154,4226.154,4160.513,4160
1740095391.4662,6822.564,4210.769,4214.872,4167.179,4146.154
1740095391.4742,1540.513,4127.692,4196.41,4117.436,4077.949
1740095391.482,3505.641,4220,4223.077,4198.462,4158.462
1740095391.4899,7204.103,4329.231,4232.821,4291.282,4250.769
1740095391.4977,2615.385,4245.641,4158.462,4233.333,4187.179
1740095391.5057,2160,4247.179,4131.795,4250.769,4205.641
1740095391.5135,7378.462,4421.026,4217.436,4402.564,4370.769
1740095391.5215,4553.846,4467.692,4233.846,4437.949,4414.359
1740095391.5293,1142.564,4392.821,4174.359,4381.538,4352.821
1740095391.537,5973.333,4411.795,4188.205,4415.385,4380.513
1740095391.5448,5938.462,4427.179,4241.538,4427.179,4392.821
1740095391.5526,1122.051,4378.462,4208.718,4381.538,4345.641
1740095391.5604,4531.282,4368.718,4189.231,4378.974,4341.026
1740095391.5683,7197.949,4369.231,4205.641,4373.333,4339.487
1740095391.576,2118.974,4341.538,4219.487,4333.846,4308.718
1740095391.5838,2949.744,4405.128,4235.385,4386.667,4371.282
1740095391.5916,7308.718,4486.667,4250.769,4467.692,4448.205
1740095391.5996,3321.026,4438.462,4221.538,4439.487,4411.282
1740095391.6076,1614.359,4392.821,4232.821,4398.974,4380
1740095391.6155,6974.359,4411.282,4256.923,4395.897,4388.718
1740095391.6235,5333.333,4329.744,4224.615,4326.154,4306.154
1740095391.6315,1097.436,4209.744,4208.718,4235.897,4201.026
1740095391.6395,5392.821,4205.641,4244.615,4210.256,4183.077
1740095391.6473,6521.026,4195.385,4240,4176.923,4160
1740095391.655,1405.128,4150.769,4221.538,4143.59,4130.256
1740095391.663,3757.949,4167.179,4241.026,4154.872,4142.051
1740095391.671,7296.41,4181.538,4233.333,4158.462,4142.051
1740095391.6788,2652.308,4169.231,4215.385,4155.385,4140.513
1740095391.6866,2492.308,4235.385,4216.41,4230.256,4217.949
1740095391.6943,7302.564,4289.231,4222.051,4288.205,4271.282
1740095391.7021,4012.308,4264.103,4194.872,4271.282,4247.692
1740095391.7101,1218.462,4291.282,4182.051,4301.538,4277.436
1740095391.7179,6344.615,4385.128,4177.436,4394.359,4363.59
1740095391.7259,5755.897,4369.231,4175.385,4378.462,4351.795
1740095391.7338,1083.077,4311.282,4181.538,4321.026,4307.179
1740095391.7418,4906.667,4361.538,4211.795,4378.974,4355.897
1740095391.7498,7066.667,4386.154,4190.769,4409.231,4374.872
1740095391.7578,1833.846,4292.308,4155.897,4304.615,4286.154
1740095391.7656,3134.359,4241.538,4170.256,4254.359,4247.179
1740095391.7735,7183.59,4272.308,4197.949,4298.974,4274.872
1740095391.7813,2935.385,4248.205,4191.282,4263.077,4243.077
1740095391.7893,1907.692,4229.744,4214.359,4218.974,4221.026
1740095391.7971,7245.128,4273.846,4255.385,4269.231,4262.051
1740095391.8051,4947.692,4266.154,4236.923,4279.487,4261.026
1740095391.8128,1062.564,4247.692,4219.487,4256.41,4253.333
1740095391.8208,5669.744,4314.359,4234.359,4311.282,4322.051
1740095391.8286,6229.744,4321.538,4237.949,4320.513,4325.641
1740095391.8366,1208.205,4272.308,4200.513,4283.077,4283.077
1740095391.8444,4123.077,4289.744,4184.615,4306.154,4304.103
1740095391.8521,7290.256,4288.205,4169.231,4303.077,4296.923
1740095391.8599,2395.897,4234.872,4169.744,4244.615,4241.538
1740095391.8677,2689.231,4266.667,4187.179,4278.974,4272.308
1740095391.8757,7255.385,4290.769,4185.641,4315.385,4292.308
1740095391.8837,3620.513,4227.179,4171.282,4256.41,4233.846
1740095391.8916,1462.564,4240.513,4217.949,4267.179,4258.462
1740095391.8994,6754.872,4302.564,4241.538,4327.692,4310.769
1740095391.9072,5563.077,4251.282,4212.308,4272.821,4249.231
1740095391.915,1156.923,4211.795,4208.718,4224.615,4222.564
1740095391.923,5222.564,4282.051,4227.692,4295.385,4290.769
1740095391.9307,6652.308,4284.103,4202.564,4300,4277.436
1740095391.9385,1530.256,4234.872,4195.385,4236.923,4232.308
1740095391.9463,3614.359,4283.59,4241.026,4268.205,4287.692
1740095391.9541,7349.744,4317.949,4240,4304.615,4318.462
1740095391.9621,2781.538,4245.128,4217.436,4253.333,4257.436
1740095391.97,2291.282,4251.282,4234.359,4269.744,4269.231
1740095391.9778,7331.282,4301.026,4247.179,4314.359,4303.59
1740095391.9858,4387.692,4249.231,4209.744,4254.359,4256.41
1740095391.9938,1132.308,4199.487,4217.949,4198.974,4227.179
1740095392.0016,6104.615,4228.205,4244.615,4237.436,4254.872
1740095392.0093,6024.615,4206.667,4235.385,4218.974,4221.026
1740095392.0171,1179.487,4145.641,4204.103,4157.949,4169.231
1740095392.0251,4601.026,4163.077,4220,4184.103,4201.026
1740095392.0329,7154.872,4192.821,4224.615,4222.051,4229.231
1740095392.0409,2032.821,4170.256,4195.385,4196.923,4208.205
1740095392.0486,2927.179,4189.744,4193.333,4206.154,4228.718
1740095392.0566,7218.462,4235.385,4237.436,4250.256,4268.718
1740095392.0644,3208.205,4194.359,4213.846,4218.462,4228.205
1740095392.0724,1675.897,4152.821,4147.692,4173.846,4193.333
1740095392.0802,7087.179,4204.615,4178.974,4209.231,4244.103
1740095392.0881,5331.282,4250.256,4225.128,4250.256,4278.974
1740095392.0961,1081.026,4221.026,4189.231,4233.846,4252.308
1740095392.1041,5349.744,4214.872,4156.923,4237.436,4263.59
1740095392.1119,6395.897,4221.538,4176.41,4244.103,4283.077
1740095392.1199,1370.256,4220,4204.103,4241.538,4277.949
1740095392.1276,3868.718,4247.179,4248.205,4269.744,4291.282
1740095392.1356,7386.667,4278.462,4245.641,4287.692,4314.359
1740095392.1434,2654.359,4268.718,4218.462,4267.692,4311.795
1740095392.1514,2461.538,4305.128,4236.923,4318.974,4360.513
1740095392.1592,7249.231,4371.795,4287.179,4385.641,4420
1740095392.1669,3983.59,4341.538,4252.821,4349.231,4384.615
1740095392.1749,1241.026,4284.615,4209.231,4311.795,4337.949
1740095392.1829,6412.308,4302.051,4219.487,4335.897,4352.821
1740095392.1909,5844.103,4276.923,4226.154,4291.795,4316.41
1740095392.1989,1136.41,4204.103,4200,4202.564,4243.59
1740095392.2069,4861.538,4217.949,4190.769,4216.923,4261.538
1740095392.2146,6972.308,4221.026,4175.385,4239.487,4271.282
1740095392.2224,1784.615,4165.128,4161.538,4198.462,4223.077
1740095392.2302,3193.846,4205.128,4195.897,4233.846,4257.949
1740095392.238,7382.564,4270.256,4207.179,4284.615,4313.333
1740095392.2458,3113.846,4223.59,4169.231,4230.256,4266.667
1740095392.2535,1928.205,4229.744,4164.615,4236.41,4274.872
1740095392.2615,7195.897,4269.744,4191.795,4282.051,4317.436
1740095392.2693,4884.103,4203.077,4167.692,4221.026,4256.41
1740095392.2773,1019.487,4171.795,4155.385,4188.718,4231.282
1740095392.2853,5653.333,4241.026,4154.359,4262.051,4303.077
1740095392.293,6235.897,4213.846,4147.692,4237.949,4272.308
1740095392.3008,1269.744,4155.385,4151.795,4180,4213.846
1740095392.3088,4281.026,4227.692,4180.513,4254.359,4288.718
1740095392.3168,7415.385,4258.974,4152.821,4285.641,4325.128
1740095392.3248,2414.359,4226.667,4149.231,4249.744,4293.333
1740095392.3325,2666.667,4343.59,4205.128,4363.077,4401.538
1740095392.3405,7204.103,4474.359,4203.077,4493.333,4529.231
1740095392.3483,3581.538,4437.436,4137.949,4460,4497.949
1740095392.3563,1456.41,4424.103,4147.179,4446.667,4479.487
1740095392.3641,6834.872,4486.154,4206.154,4508.718,4530.256
1740095392.372,5688.205,4432.821,4195.897,4468.718,4486.667
1740095392.3798,1072.821,4348.205,4165.128,4389.744,4416.923
1740095392.3878,5005.128,4409.744,4189.231,4429.231,4464.615
1740095392.3956,6672.821,4439.487,4224.103,4451.795,4476.41
1740095392.4036,1567.179,4364.615,4202.564,4390.769,4408.718
1740095392.4113,3456.41,4343.077,4188.718,4358.462,4396.923
1740095392.4193,7468.718,4371.282,4189.744,4386.154,4417.436
1740095392.4273,3013.333,4321.538,4188.718,4368.205,4364.615
1740095392.4353,2063.59,4307.179,4189.744,4366.667,4356.41
1740095392.4433,7183.59,4366.154,4188.205,4408.718,4417.436
1740095392.4512,4631.795,4339.487,4142.564,4370.769,4388.205
1740095392.459,1042.051,4305.128,4145.641,4346.667,4350.256
1740095392.4668,5895.385,4362.051,4155.385,4410.256,4414.872
1740095392.4748,6315.897,4357.949,4101.026,4392.308,4415.897
1740095392.4826,1288.205,4288.718,4073.333,4320.513,4335.385
1740095392.4903,4270.769,4300.513,4118.462,4339.487,4331.795
1740095392.4981,7177.436,4294.872,4103.59,4329.231,4325.641
1740095392.5061,2157.949,4218.462,4067.692,4248.205,4253.333
1740095392.5139,2668.718,4221.538,4115.385,4248.718,4246.667
1740095392.5217,7292.308,4272.821,4140,4293.846,4293.846
1740095392.5294,3626.667,4241.026,4114.359,4274.872,4276.41
1740095392.5372,1608.205,4260.513,4135.385,4305.641,4305.641
1740095392.545,6896.41,4373.333,4177.436,4410.256,4414.359
1740095392.5528,5507.692,4386.154,4144.103,4426.667,4426.667
1740095392.5608,1042.051,4293.846,4132.821,4340,4335.385
1740095392.5685,5122.051,4286.154,4158.462,4325.128,4321.538
1740095392.5765,6598.974,4289.744,4147.692,4328.205,4322.564
1740095392.5845,1491.282,4215.897,4107.179,4250.769,4250.256
1740095392.5923,3641.026,4172.821,4134.872,4201.538,4212.308
1740095392.6003,7542.564,4143.59,4151.795,4181.538,4187.692
1740095392.608,2906.667,4066.154,4132.821,4106.154,4107.692
1740095392.6158,2110.769,4076.923,4153.333,4102.051,4114.359
1740095392.6236,7074.872,4143.077,4190.769,4167.179,4174.872
1740095392.6314,4303.59,4100,4158.462,4137.949,4127.692
1740095392.6394,1107.692,4105.641,4138.462,4140,4135.385
1740095392.6473,6180.513,4223.077,4180.513,4244.103,4255.385
1740095392.6553,6215.385,4225.641,4185.128,4244.103,4262.564
1740095392.6631,1230.769,4164.615,4162.051,4186.667,4208.718
1740095392.6711,4473.846,4228.718,4157.436,4253.846,4276.923
1740095392.6789,7021.538,4225.641,4138.974,4262.051,4276.41
1740095392.6868,1987.692,4110.256,4121.026,4154.872,4164.103
1740095392.6948,2957.949,4112.308,4168.718,4144.103,4156.41
1740095392.7028,7372.308,4152.821,4187.692,4178.462,4189.231
1740095392.7108,3405.128,4085.128,4168.718,4116.923,4127.692
1740095392.7188,1776.41,4086.667,4171.282,4107.179,4126.667
1740095392.7267,6984.615,4169.231,4197.949,4178.462,4205.128
1740095392.7347,5074.872,4164.103,4165.641,4192.308,4208.205
1740095392.7427,957.949,4140,4130.769,4185.641,4190.256
1740095392.7507,5466.667,4212.821,4152.308,4257.949,4261.026
1740095392.7587,6601.026,4288.718,4204.615,4335.897,4336.41
1740095392.7666,1429.744,4330.769,4202.051,4380.513,4377.949
1740095392.7746,3872.821,4408.205,4196.41,4451.795,4449.744
1740095392.7826,7476.923,4446.154,4232.308,4486.667,4483.59
1740095392.7906,2625.641,4395.897,4256.923,4438.462,4437.436
1740095392.7986,2164.103,4370.256,4269.231,4404.103,4412.821
1740095392.8064,7099.487,4370.769,4286.667,4399.487,4404.103
1740095392.8141,4129.231,4292.308,4276.923,4327.692,4324.103
1740095392.8219,1208.205,4235.897,4235.385,4266.667,4271.282
1740095392.8297,6367.179,4244.615,4220.513,4272.821,4273.333
1740095392.8375,6069.744,4242.564,4213.846,4271.282,4264.103
1740095392.8453,1124.103,4251.795,4210.256,4271.282,4280
1740095392.853,4494.359,4301.026,4205.128,4324.103,4341.538
1740095392.8608,6861.538,4298.974,4207.179,4332.821,4340
1740095392.8688,1862.564,4259.487,4159.487,4288.205,4291.795
1740095392.8766,3158.974,4289.231,4133.846,4323.59,4321.026
1740095392.8844,7632.821,4357.436,4170.256,4405.641,4395.385
1740095392.8923,3472.821,4339.487,4180,4375.897,4371.795
1740095392.9003,1704.615,4286.667,4125.641,4321.026,4317.949
1740095392.9081,6841.026,4301.538,4116.923,4344.103,4342.051
1740095392.9159,4955.897,4293.846,4133.846,4326.667,4329.744
1740095392.9237,982.564,4280,4139.487,4311.795,4298.462
1740095392.9314,5567.179,4338.462,4142.564,4390.769,4358.974
1740095392.9392,6611.282,4330.256,4123.077,4395.897,4370.256
1740095392.947,1440,4265.128,4125.641,4333.333,4312.308
1740095392.955,3897.436,4331.282,4164.615,4379.487,4361.026
1740095392.9628,7222.564,4360.513,4151.795,4385.128,4378.974
1740095392.9707,2395.897,4251.282,4117.436,4288.205,4280
1740095392.9785,2397.949,4219.487,4151.282,4258.974,4249.744
1740095392.9865,7253.333,4247.179,4144.103,4271.795,4268.718
1740095392.9945,3995.897,4194.359,4117.949,4238.462,4217.436
1740095393.0025,1483.077,4227.692,4149.744,4285.128,4248.718
1740095393.0102,6557.949,4327.179,4175.897,4360,4348.205
1740095393.0182,5597.949,4292.821,4130.769,4325.641,4327.692
1740095393.0262,1023.59,4268.718,4144.103,4327.179,4300
1740095393.0342,4962.051,4363.077,4186.154,4411.795,4376.41
1740095393.0422,6841.026,4340,4170.256,4374.872,4357.949
1740095393.0501,1675.897,4214.359,4145.641,4263.59,4241.538
1740095393.0581,3394.872,4203.59,4163.59,4252.821,4223.077
1740095393.0661,7427.692,4218.462,4160.513,4238.974,4227.692
1740095393.0739,2984.615,4173.333,4141.538,4182.051,4181.538
1740095393.0817,1956.923,4185.128,4157.949,4216.923,4198.974
1740095393.0894,6970.256,4252.821,4190.256,4292.308,4272.821
1740095393.0974,4453.333,4261.538,4198.974,4289.231,4283.59
1740095393.1052,1093.333,4279.487,4174.872,4307.179,4296.923
1740095393.113,6075.897,4307.692,4171.795,4331.282,4309.231
1740095393.1208,6340.513,4224.615,4154.872,4234.872,4213.846
1740095393.1285,1273.846,4134.872,4140.513,4148.718,4134.872
1740095393.1363,4250.256,4209.231,4148.205,4232.308,4215.385
1740095393.1441,6978.462,4244.103,4134.359,4265.641,4237.949
1740095393.1519,2045.128,4154.872,4103.59,4179.487,4152.821
