timestamp,actionEye,powerUpperFace,actionUpperFace,powerLowerFace,actionLowerFace
1740095405.9089,blink,0,neutral,1,laugh
1740095405.9406,neutral,0,neutral,1,laugh
1740095405.9717,neutral,0,neutral,1,laugh
1740095406.0036,neutral,0,neutral,1,laugh
1740095406.0352,neutral,0,neutral,1,laugh
1740095406.0669,neutral,0,neutral,1,laugh
1740095406.0984,neutral,0,neutral,1,laugh
1740095406.1301,neutral,0,neutral,1,laugh
1740095406.1618,neutral,0,neutral,1,laugh
1740095406.1932,neutral,0,neutral,1,laugh
1740095406.2243,blink,0,neutral,1,laugh
1740095406.2556,blink,0,neutral,1,laugh
1740095406.2869,blink,0,neutral,1,laugh
1740095406.3188,blink,0,neutral,1,laugh
1740095406.3508,blink,0,neutral,1,laugh
1740095406.3823,neutral,0,neutral,1,laugh
1740095406.414,neutral,0,neutral,1,laugh
1740095406.4455,neutral,0,neutral,1,laugh
1740095406.4772,neutral,0,neutral,1,laugh
1740095406.5088,neutral,0,neutral,1,laugh
1740095406.5405,neutral,0,neutral,1,laugh
1740095406.5718,neutral,0,neutral,1,laugh
1740095406.6031,neutral,0,neutral,1,laugh
1740095406.6351,neutral,0,neutral,1,laugh
1740095406.6664,blink,0,neutral,1,laugh
1740095406.6983,blink,0,neutral,1,laugh
1740095406.73,blink,0,neutral,1,laugh
1740095406.7615,blink,0,neutral,1,laugh
1740095406.7927,blink,0,neutral,1,laugh
1740095406.824,neutral,0,neutral,1,laugh
1740095406.8551,neutral,0,neutral,1,laugh
1740095406.8864,blink,0,neutral,1,laugh
1740095406.9177,blink,0,neutral,1,laugh
1740095406.9497,blink,0,neutral,1,laugh
1740095406.9816,blink,0,neutral,1,laugh
1740095407.0131,blink,0,neutral,1,laugh
1740095407.045,neutral,0,neutral,1,laugh
1740095407.0769,neutral,0,neutral,1,laugh
1740095407.1089,neutral,0,neutral,1,laugh
1740095407.1402,neutral,0,neutral,1,laugh
1740095407.1713,neutral,0,neutral,1,laugh
1740095407.2024,neutral,0,neutral,1,laugh
1740095407.234,neutral,0,neutral,1,laugh
1740095407.2656,neutral,0,neutral,1,laugh
1740095407.2971,neutral,0,neutral,1,laugh
1740095407.3288,neutral,0,neutral,1,laugh
1740095407.3605,neutral,0,neutral,1,laugh
1740095407.3921,neutral,0,neutral,1,laugh
1740095407.4238,neutral,0,neutral,1,laugh
1740095407.4555,neutral,0,neutral,1,laugh
1740095407.4868,neutral,0,neutral,1,laugh
1740095407.5181,neutral,0,neutral,1,laugh
1740095407.5499,neutral,0,neutral,1,laugh
1740095407.5816,neutral,0,neutral,1,laugh
1740095407.6135,neutral,0,neutral,1,laugh
1740095407.6454,neutral,0,neutral,1,laugh
1740095407.6771,neutral,0,neutral,1,laugh
1740095407.7083,neutral,0,neutral,1,laugh
1740095407.7394,neutral,0,neutral,1,laugh
1740095407.7705,winkR,0,neutral,1,laugh
1740095407.8016,winkR,0,neutral,1,laugh
1740095407.833,winkR,0,neutral,1,laugh
1740095407.8649,winkR,0,neutral,1,laugh
1740095407.8964,neutral,0,neutral,1,laugh
1740095407.9281,neutral,0,neutral,1,laugh
1740095407.9596,neutral,0,neutral,1,laugh
1740095407.9914,neutral,0,neutral,1,laugh
