timestamp,interest,activeInterest,relaxation,activeRelaxation,engagement,activeEngagement,excitement,activeExcitement,stress,activeStress
1740095763.6137,0.415729,true,0.248704,true,0.604496,true,0.365599,true,0.274892,true
1740095764.119,0.413928,true,0.245096,true,0.592681,true,0.381978,true,0.2693,true
1740095764.622,0.412869,true,0.220792,true,0.503212,true,0.395535,true,0.251208,true
1740095765.1283,0.416466,true,0.220851,true,0.494224,true,0.409956,true,0.247495,true
1740095765.633,0.415023,true,0.226773,true,0.44558,true,0.422273,true,0.247551,true
1740095766.1396,0.415052,true,0.239867,true,0.286676,true,0.427537,true,0.2618,true
1740095766.6439,-1,false,-1,false,-1,false,-1,false,-1,false
1740095767.1478,-1,false,-1,false,-1,false,-1,false,-1,false
1740095767.6516,0.412715,true,0.239915,true,0.236236,true,0.427526,true,0.262221,true
1740095768.1559,0.412162,true,0.203244,true,0.23636,true,0.424672,true,0.265852,true
1740095768.6607,0.413882,true,0.203313,true,0.273549,true,0.409339,true,0.265893,true
1740095769.166,0.412836,true,0.215491,true,0.297456,true,0.391175,true,0.277415,true
1740095769.6707,0.412138,true,0.242926,true,0.297528,true,0.377554,true,0.297055,true
1740095770.1731,0.412661,true,0.272486,true,0.297601,true,0.371557,true,0.327723,true
1740095770.6772,0.414695,true,0.272518,true,0.290624,true,0.366784,true,0.327734,true
1740095771.1815,0.414315,true,0.268104,true,0.283387,true,0.361732,true,0.29914,true
1740095771.6858,0.413229,true,0.25707,true,0.268064,true,0.361735,true,0.279023,true
1740095772.1909,0.411353,true,0.211788,true,0.252425,true,0.376457,true,0.240449,true
1740095772.6928,-1,false,-1,false,-1,false,-1,false,-1,false
1740095773.1973,0.412651,true,0.173826,true,0.218428,true,0.390468,true,0.21585,true
1740095773.7002,0.414912,true,0.166395,true,0.21857,true,0.390465,true,0.215942,true
1740095774.2042,0.413271,true,0.162955,true,0.269407,true,0.384364,true,0.217522,true
1740095774.7095,-1,false,-1,false,-1,false,-1,false,-1,false
1740095775.213,0.413865,true,0.163058,true,0.291472,true,0.369965,true,0.235099,true
1740095775.717,0.412688,true,0.194712,true,0.294063,true,0.348276,true,0.256387,true
1740095776.2212,0.421233,true,0.20447,true,0.31909,true,0.325519,true,0.258079,true
1740095776.7259,0.448248,true,0.238056,true,0.378362,true,0.302046,true,0.282011,true
1740095777.2294,0.468087,true,0.322859,true,0.378393,true,0.275704,true,0.353908,true
1740095777.7345,0.486973,true,0.362159,true,0.378424,true,0.264058,true,0.405416,true
1740095778.2388,0.517116,true,0.362166,true,0.380767,true,0.256738,true,0.40541,true
1740095778.7428,-1,false,-1,false,-1,false,-1,false,-1,false
1740095779.2478,0.498626,true,0.293015,true,0.408169,true,0.256036,true,0.324669,true
1740095779.7525,-1,false,-1,false,-1,false,-1,false,-1,false
1740095780.2556,0.483596,true,0.293039,true,0.42692,true,0.246342,true,0.324681,true
1740095780.7599,0.471626,true,0.303659,true,0.536726,true,0.232471,true,0.343499,true
1740095781.2641,0.458288,true,0.30368,true,0.542517,true,0.223993,true,0.343506,true
1740095781.7684,0.453307,true,0.303701,true,0.571619,true,0.215588,true,0.343513,true
1740095782.2737,0.443054,true,0.304327,true,0.584331,true,0.206317,true,0.348863,true
1740095782.7777,0.437785,true,0.344892,true,0.590299,true,0.197029,true,0.357442,true
1740095783.2816,-1,false,-1,false,-1,false,-1,false,-1,false
1740095783.786,0.434042,true,0.344903,true,0.586757,true,0.196794,true,0.357446,true
1740095784.2922,0.431723,true,0.265518,true,0.586738,true,0.194182,true,0.315336,true
1740095784.7956,0.42855,true,0.226037,true,0.579734,true,0.194234,true,0.268887,true
1740095785.3001,0.428694,true,0.226091,true,0.579716,true,0.197769,true,0.268926,true
1740095785.8046,0.429476,true,0.230692,true,0.606372,true,0.204141,true,0.276107,true
1740095786.3084,0.429904,true,0.230744,true,0.66379,true,0.215332,true,0.276141,true
1740095786.8119,0.429311,true,0.228834,true,0.669787,true,0.235259,true,0.269768,true
1740095787.3148,0.427735,true,0.191386,true,0.669735,true,0.268904,true,0.269805,true
1740095787.8201,0.425865,true,0.16472,true,0.638123,true,0.319855,true,0.285415,true
1740095788.3237,0.423133,true,0.148346,true,0.570236,true,0.390574,true,0.295051,true
1740095788.8281,0.422154,true,0.148462,true,0.563593,true,0.473222,true,0.295074,true
1740095789.3323,0.421847,true,0.166069,true,0.563579,true,0.558626,true,0.291744,true
1740095789.8357,0.422456,true,0.166168,true,0.634861,true,0.626543,true,0.270938,true
1740095790.3419,0.423858,true,0.165806,true,0.634825,true,0.67137,true,0.236573,true
1740095790.8466,0.425636,true,0.141758,true,0.565955,true,0.700971,true,0.226879,true
1740095791.3509,0.427214,true,0.137339,true,0.473488,true,0.72068,true,0.225693,true
1740095791.8565,0.427948,true,0.137466,true,0.473493,true,0.73392,true,0.205617,true
1740095792.3604,0.427751,true,0.144692,true,0.514117,true,0.742875,true,0.205163,true
1740095792.8648,0.42561,true,0.144812,true,0.514114,true,0.748955,true,0.205269,true
1740095793.3699,0.425535,true,0.141296,true,0.504121,true,0.753085,true,0.200307,true
1740095793.8724,0.425989,true,0.140011,true,0.50412,true,0.752876,true,0.207692,true
1740095794.3782,0.426966,true,0.140135,true,0.499525,true,0.741837,true,0.207794,true
1740095794.8837,0.427807,true,0.147982,true,0.499525,true,0.741641,true,0.231858,true
1740095795.3882,0.427893,true,0.160193,true,0.492545,true,0.741996,true,0.249116,true
1740095795.8936,0.42732,true,0.187732,true,0.492546,true,0.743069,true,0.280924,true
1740095796.3973,0.42659,true,0.190384,true,0.512572,true,0.742871,true,0.291642,true
1740095796.9014,0.425844,true,0.190461,true,0.530292,true,0.731006,true,0.291666,true
1740095797.4052,0.42514,true,0.182189,true,0.530286,true,0.714918,true,0.263806,true
1740095797.9087,0.424576,true,0.182273,true,0.514348,true,0.690045,true,0.258719,true
1740095798.4135,0.424466,true,0.182357,true,0.514345,true,0.676,true,0.252752,true
1740095798.9167,0.424673,true,0.176709,true,0.514343,true,0.662303,true,0.24528,true
1740095799.4213,0.424935,true,0.176798,true,0.510609,true,0.65709,true,0.233164,true
1740095799.9272,0.423706,true,0.182765,true,0.503978,true,0.656107,true,0.229174,true
1740095800.4315,0.424386,true,0.184253,true,0.452711,true,0.651466,true,0.218096,true
1740095800.9338,0.424977,true,0.18293,true,0.346736,true,0.638559,true,0.209688,true
1740095801.4395,0.425317,true,0.173518,true,0.270054,true,0.621084,true,0.188257,true
1740095801.9422,0.425511,true,0.173609,true,0.270146,true,0.612986,true,0.18839,true
1740095802.4471,0.425983,true,0.191128,true,0.300991,true,0.593163,true,0.197365,true
1740095802.9513,0.427479,true,0.231001,true,0.42101,true,0.560959,true,0.236274,true
1740095803.4551,0.430244,true,0.276123,true,0.469878,true,0.539364,true,0.25348,true
1740095803.9611,0.433386,true,0.286299,true,0.553317,true,0.525718,true,0.281858,true
1740095804.4654,0.435393,true,0.306438,true,0.553306,true,0.512752,true,0.298292,true
1740095804.9706,0.436159,true,0.366033,true,0.458439,true,0.499889,true,0.335766,true
1740095805.4741,0.436467,true,0.366039,true,0.458447,true,0.491851,true,0.393447,true
1740095805.9781,0.436118,true,0.36078,true,0.457955,true,0.482313,true,0.393444,true
1740095806.4826,0.434982,true,0.360787,true,0.44207,true,0.482288,true,0.368243,true
1740095806.9859,0.43383,true,0.362273,true,0.442082,true,0.484867,true,0.368244,true
1740095807.4899,0.433083,true,0.396235,true,0.489464,true,0.510165,true,0.387222,true
1740095807.9942,0.432447,true,0.396235,true,0.504719,true,0.513885,true,0.398658,true
1740095808.4987,0.431736,true,0.387286,true,0.504718,true,0.516601,true,0.398653,true
1740095809.0035,0.431046,true,0.329562,true,0.483932,true,0.517407,true,0.349695,true
1740095809.5066,0.430535,true,0.313782,true,0.481621,true,0.517371,true,0.344713,true
1740095810.0123,0.430192,true,0.282211,true,0.483939,true,0.506532,true,0.313411,true
1740095810.5172,0.429817,true,0.279248,true,0.554155,true,0.494661,true,0.284403,true
1740095811.0218,0.42917,true,0.279276,true,0.577239,true,0.487068,true,0.284431,true
1740095811.5252,0.428602,true,0.279305,true,0.577222,true,0.477758,true,0.302683,true
1740095812.0297,0.428134,true,0.269825,true,0.45748,true,0.456719,true,0.302702,true
1740095812.5354,0.427618,true,0.263298,true,0.378597,true,0.429072,true,0.298034,true
1740095813.0388,0.426912,true,0.238946,true,0.353679,true,0.411169,true,0.268872,true
1740095813.5437,0.42478,true,0.201095,true,0.328121,true,0.388665,true,0.245401,true
1740095814.0476,0.424777,true,0.179028,true,0.280861,true,0.363444,true,0.234374,true
1740095814.554,0.424672,true,0.173404,true,0.280943,true,0.339202,true,0.231416,true
1740095815.057,0.424276,true,0.172213,true,0.332339,true,0.318263,true,0.215215,true
1740095815.5619,0.424034,true,0.169651,true,0.418465,true,0.2971,true,0.198785,true
1740095816.0657,0.42431,true,0.158583,true,0.418483,true,0.276569,true,0.198898,true
1740095816.5697,0.424779,true,0.156375,true,0.427339,true,0.260058,true,0.200667,true
1740095817.0731,0.42338,true,0.15648,true,0.431268,true,0.24511,true,0.209251,true
1740095817.5782,0.423691,true,0.156481,true,0.431282,true,0.227186,true,0.233107,true
1740095818.0825,0.425205,true,0.161036,true,0.416402,true,0.214167,true,0.242535,true
1740095818.5893,0.436053,true,0.161137,true,0.41642,true,0.208754,true,0.2454,true
1740095819.0948,0.464077,true,0.235193,true,0.456541,true,0.208798,true,0.301718,true
1740095819.6012,0.497566,true,0.313953,true,0.463448,true,0.220062,true,0.333722,true
1740095820.1049,0.524638,true,0.334967,true,0.491045,true,0.254579,true,0.333731,true
1740095820.6118,0.552598,true,0.358265,true,0.491047,true,0.291228,true,0.336584,true
1740095821.117,0.599732,true,0.410122,true,0.430504,true,0.347482,true,0.35567,true
1740095821.6221,0.647508,true,0.44258,true,0.38046,true,0.418339,true,0.361913,true
1740095822.125,0.67011,true,0.442571,true,0.380489,true,0.475682,true,0.361916,true
1740095822.626,0.655221,true,0.425501,true,0.39118,true,0.505298,true,0.347798,true
1740095823.1272,0.609063,true,0.425496,true,0.430088,true,0.505267,true,0.347804,true
1740095823.6296,0.558718,true,0.424453,true,0.468911,true,0.503366,true,0.352855,true
1740095824.1339,0.520959,true,0.424448,true,0.523606,true,0.494774,true,0.354809,true
1740095824.638,0.493555,true,0.381023,true,0.523601,true,0.494746,true,0.365251,true
1740095825.1432,0.474299,true,0.381026,true,0.525373,true,0.520749,true,0.390852,true
1740095825.6477,0.455678,true,0.381029,true,0.525368,true,0.556649,true,0.408813,true
1740095826.1506,0.44881,true,0.34729,true,0.610794,true,0.594439,true,0.408806,true
1740095826.6562,0.443903,true,0.313011,true,0.610768,true,0.627706,true,0.38892,true
1740095827.1595,0.440269,true,0.266356,true,0.578621,true,0.662052,true,0.370329,true
1740095827.6633,0.437441,true,0.205138,true,0.576688,true,0.686206,true,0.334278,true
1740095828.1681,0.4348,true,0.175797,true,0.558089,true,0.707516,true,0.300781,true
1740095828.6714,0.432318,true,0.175885,true,0.558078,true,0.709859,true,0.28873,true
1740095829.1765,0.430409,true,0.197929,true,0.674217,true,0.712813,true,0.284918,true
1740095829.6819,0.429209,true,0.197999,true,0.674164,true,0.712652,true,0.26033,true
1740095830.1869,0.428362,true,0.169304,true,0.67124,true,0.708879,true,0.224853,true
1740095830.6911,0.428501,true,0.167506,true,0.671189,true,0.697208,true,0.215457,true
1740095831.1954,0.429771,true,0.162667,true,0.677933,true,0.691713,true,0.212836,true
1740095831.699,0.429162,true,0.1677,true,0.682994,true,0.689105,true,0.212928,true
1740095832.205,0.430231,true,0.170078,true,0.748898,true,0.686601,true,0.234717,true
1740095832.7081,0.430278,true,0.197822,true,0.78193,true,0.675465,true,0.267718,true
1740095833.214,0.429873,true,0.202442,true,0.781793,true,0.654907,true,0.267756,true
1740095833.7186,0.427995,true,0.202508,true,0.754502,true,0.629219,true,0.26261,true
1740095834.2207,0.437823,true,0.187432,true,0.725997,true,0.605821,true,0.262651,true
1740095834.7252,0.465079,true,0.187509,true,0.723429,true,0.58369,true,0.268068,true
1740095835.2294,0.50105,true,0.213524,true,0.628174,true,0.558281,true,0.289316,true
1740095835.7343,0.524343,true,0.218858,true,0.592933,true,0.541886,true,0.303421,true
1740095836.2397,0.52438,true,0.218914,true,0.555778,true,0.526081,true,0.30344,true
1740095836.7444,0.511391,true,0.201229,true,0.554331,true,0.50258,true,0.300498,true
1740095837.2483,0.488626,true,0.201297,true,0.469358,true,0.494188,true,0.2916,true
1740095837.7541,0.472256,true,0.203243,true,0.456553,true,0.49416,true,0.290475,true
1740095838.257,0.461057,true,0.21005,true,0.455889,true,0.494133,true,0.290499,true
1740095838.7621,0.453199,true,0.222097,true,0.455898,true,0.48604,true,0.296265,true
1740095839.2659,0.448203,true,0.288924,true,0.447783,true,0.486015,true,0.339507,true
1740095839.7706,0.445702,true,0.360926,true,0.376653,true,0.486863,true,0.408087,true
1740095840.2729,0.444576,true,0.360933,true,0.376684,true,0.49187,true,0.408081,true
1740095840.7787,0.439219,true,0.344268,true,0.504955,true,0.496297,true,0.393728,true
1740095841.2837,0.438351,true,0.344279,true,0.637101,true,0.496282,true,0.393725,true
1740095841.7869,0.437557,true,0.377409,true,0.727681,true,0.50779,true,0.415365,true
1740095842.2904,0.437845,true,0.418037,true,0.727595,true,0.517143,true,0.449694,true
1740095842.7945,0.437161,true,0.442633,true,0.71967,true,0.519661,true,0.466049,true
1740095843.2979,0.438753,true,0.442624,true,0.710837,true,0.519625,true,0.466024,true
1740095843.8022,0.4393,true,0.425559,true,0.613028,true,0.516067,true,0.425943,true
1740095844.3058,0.43853,true,0.341108,true,0.585446,true,0.516033,true,0.35015,true
1740095844.8108,0.436882,true,0.30498,true,0.585427,true,0.53592,true,0.315071,true
1740095845.3161,0.435252,true,0.241368,true,0.585409,true,0.557696,true,0.274402,true
1740095845.8202,0.432124,true,0.187033,true,0.526981,true,0.568277,true,0.229875,true
1740095846.3241,0.432606,true,0.18711,true,0.461467,true,0.575009,true,0.229945,true
1740095846.8292,0.434942,true,0.194308,true,0.461474,true,0.587042,true,0.252087,true
1740095847.3335,0.438536,true,0.19438,true,0.506158,true,0.60641,true,0.252136,true
1740095847.8385,0.441812,true,0.163325,true,0.514562,true,0.628481,true,0.231026,true
1740095848.3424,0.44146,true,0.162892,true,0.51456,true,0.644946,true,0.220645,true
1740095848.8451,0.44194,true,0.163519,true,0.669946,true,0.644844,true,0.220725,true
1740095849.3507,0.441484,true,0.175375,true,0.673269,true,0.637221,true,0.233132,true
1740095849.8558,0.440982,true,0.190545,true,0.673217,true,0.618194,true,0.242391,true
1740095850.3605,0.441278,true,0.22787,true,0.620858,true,0.604018,true,0.244884,true
1740095850.8649,0.443869,true,0.247233,true,0.479985,true,0.592324,true,0.244939,true
1740095851.3676,0.444577,true,0.247273,true,0.381342,true,0.590045,true,0.244582,true
1740095851.8724,0.446232,true,0.237194,true,0.381371,true,0.584209,true,0.237892,true
1740095852.376,0.449695,true,0.17483,true,0.429476,true,0.571492,true,0.219866,true
1740095852.8803,0.439205,true,0.174917,true,0.429491,true,0.571434,true,0.219948,true
1740095853.3839,0.438616,true,0.193906,true,0.306681,true,0.569801,true,0.23255,true
1740095853.8894,0.437151,true,0.220651,true,0.306743,true,0.572234,true,0.241041,true
1740095854.3931,0.435458,true,0.237428,true,0.318402,true,0.572176,true,0.243379,true
1740095854.8973,0.432076,true,0.237473,true,0.376275,true,0.595852,true,0.243435,true
1740095855.4008,0.431223,true,0.202465,true,0.457691,true,0.629637,true,0.228812,true
1740095855.9065,0.428925,true,0.202531,true,0.565516,true,0.643101,true,0.228882,true
1740095856.4103,0.429511,true,0.22024,true,0.69747,true,0.665407,true,0.241234,true
1740095856.9138,0.43023,true,0.220294,true,0.761508,true,0.674761,true,0.241292,true
1740095857.4186,0.42919,true,0.189808,true,0.761394,true,0.693693,true,0.217194,true
1740095857.9228,0.429712,true,0.189883,true,0.656696,true,0.699858,true,0.205732,true
1740095858.4268,0.428128,true,0.189957,true,0.620537,true,0.699712,true,0.198126,true
1740095858.9315,0.43115,true,0.195279,true,0.528281,true,0.699565,true,0.205943,true
1740095859.4367,0.441064,true,0.19535,true,0.523984,true,0.699305,true,0.206155,true
1740095859.9407,0.460029,true,0.254521,true,0.52398,true,0.696406,true,0.24148,true
1740095860.4446,0.478326,true,0.305894,true,0.634185,true,0.682499,true,0.302755,true
1740095860.9486,0.48842,true,0.305913,true,0.687156,true,0.661208,true,0.31723,true
1740095861.4528,0.487079,true,0.308244,true,0.736382,true,0.639047,true,0.319088,true
1740095861.9568,0.475149,true,0.29075,true,0.807243,true,0.619691,true,0.319102,true
1740095862.462,0.462598,true,0.258934,true,0.807082,true,0.613489,true,0.28186,true
1740095862.9667,0.452927,true,0.25469,true,0.783878,true,0.603168,true,0.266676,true
1740095863.4722,0.446916,true,0.251733,true,0.74785,true,0.594097,true,0.262357,true
1740095863.9766,0.444718,true,0.235858,true,0.701006,true,0.589551,true,0.261847,true
1740095864.4803,0.442083,true,0.235904,true,0.70094,true,0.57201,true,0.261888,true
1740095864.9844,0.439829,true,0.284328,true,0.788147,true,0.549998,true,0.302976,true
1740095865.4906,0.440536,true,0.401351,true,0.826195,true,0.536202,true,0.388461,true
1740095865.9957,0.45311,true,0.496712,true,0.826011,true,0.536161,true,0.483797,true
1740095866.5001,0.483042,true,0.534319,true,0.813524,true,0.55004,true,0.508205,true
1740095867.0046,0.516285,true,0.566155,true,0.686924,true,0.584881,true,0.509797,true
1740095867.5087,0.542287,true,0.602405,true,0.535771,true,0.625354,true,0.517564,true
1740095868.0126,0.531469,true,0.602332,true,0.506116,true,0.668074,true,0.517504,true
1740095868.5166,0.520008,true,0.514565,true,0.48183,true,0.696394,true,0.48559,true
1740095869.0193,0.497186,true,0.436579,true,0.481833,true,0.715317,true,0.436905,true
1740095869.5237,0.483589,true,0.388267,true,0.563683,true,0.724832,true,0.396089,true
1740095870.0276,-1,false,-1,false,-1,false,-1,false,-1,false
1740095870.533,-1,false,-1,false,-1,false,-1,false,-1,false
1740095871.0389,-1,false,-1,false,-1,false,-1,false,-1,false
1740095871.5416,-1,false,-1,false,-1,false,-1,false,-1,false
1740095872.0454,-1,false,-1,false,-1,false,-1,false,-1,false
1740095872.5498,0.516991,true,0.388268,true,0.563671,true,0.724664,true,0.368071,true
1740095873.0551,0.547486,true,0.385283,true,0.536527,true,0.720377,true,0.365364,true
1740095873.5607,0.607461,true,0.385285,true,0.368566,true,0.702933,true,0.340769,true
1740095874.063,0.63394,true,0.365826,true,0.368598,true,0.672438,true,0.315403,true
1740095874.5685,0.632172,true,0.365831,true,0.451902,true,0.641825,true,0.315417,true
1740095875.0715,0.606669,true,0.369516,true,0.595501,true,0.603543,true,0.315906,true
