timestamp,actionEye,powerUpperFace,actionUpperFace,powerLowerFace,actionLowerFace
1740095747.5695,blink,0.114389,frown,0,neutral
1740095747.601,neutral,0.066208,frown,0,neutral
1740095747.6325,neutral,0.066208,frown,0,neutral
1740095747.664,neutral,0.066208,frown,0,neutral
1740095747.6956,neutral,0.066208,frown,0,neutral
1740095747.7269,neutral,0,neutral,0,neutral
1740095747.7586,neutral,0,neutral,0,neutral
1740095747.7897,neutral,0,neutral,0,neutral
1740095747.8209,neutral,0,neutral,0,neutral
1740095747.8528,neutral,0,neutral,0,neutral
1740095747.8845,blink,0,neutral,0,neutral
1740095747.9162,blink,0,neutral,0,neutral
1740095747.9477,blink,0,neutral,0,neutral
1740095747.9793,blink,0,neutral,0,neutral
1740095748.0108,blink,0,neutral,0,neutral
1740095748.0423,neutral,0,neutral,0,neutral
1740095748.074,neutral,0,neutral,0,neutral
1740095748.1051,winkL,0,neutral,0,neutral
1740095748.1363,winkL,0,neutral,0,neutral
1740095748.168,winkL,0,neutral,0,neutral
1740095748.1993,winkL,0,neutral,0,neutral
1740095748.2308,winkL,0,neutral,0,neutral
1740095748.2627,winkL,0,neutral,0,neutral
1740095748.2943,neutral,0,neutral,0,neutral
1740095748.326,neutral,0,neutral,0,neutral
1740095748.3575,neutral,0,neutral,0,neutral
1740095748.3888,neutral,0,neutral,0,neutral
1740095748.4206,neutral,0,neutral,0,neutral
1740095748.4525,neutral,0,neutral,0,neutral
1740095748.4842,neutral,0,neutral,0,neutral
1740095748.5155,neutral,0,neutral,0,neutral
1740095748.5472,neutral,0,neutral,0,neutral
1740095748.5792,neutral,0,neutral,0,neutral
1740095748.6105,neutral,0.127306,frown,0,neutral
1740095748.642,neutral,0.127306,frown,0,neutral
1740095748.6737,neutral,0.127306,frown,0,neutral
1740095748.705,neutral,0.127306,frown,0,neutral
1740095748.7364,neutral,0.086069,frown,0,neutral
1740095748.7683,neutral,0.086069,frown,0,neutral
1740095748.7997,neutral,0.086069,frown,0,neutral
1740095748.831,neutral,0.086069,frown,0,neutral
1740095748.8627,neutral,0.052802,frown,0,neutral
1740095748.8943,neutral,0.052802,frown,0,neutral
1740095748.9258,neutral,0.052802,frown,0,neutral
1740095748.9573,neutral,0.052802,frown,0,neutral
1740095748.9886,neutral,0.056615,frown,0,neutral
1740095749.0198,neutral,0.056615,frown,0,neutral
1740095749.0511,neutral,0.056615,frown,0,neutral
1740095749.0826,neutral,0.056615,frown,0,neutral
1740095749.1139,neutral,0,neutral,0,neutral
1740095749.1452,neutral,0,neutral,0,neutral
1740095749.1772,neutral,0,neutral,0,neutral
1740095749.2087,neutral,0,neutral,0,neutral
1740095749.2402,neutral,0,neutral,0,neutral
1740095749.2717,neutral,0,neutral,0,neutral
1740095749.3032,neutral,0,neutral,0,neutral
1740095749.3348,neutral,0,neutral,0,neutral
1740095749.3659,neutral,0,neutral,0,neutral
1740095749.3974,neutral,0,neutral,0,neutral
1740095749.4287,neutral,0,neutral,0,neutral
1740095749.4602,neutral,0,neutral,0,neutral
1740095749.4918,neutral,0,neutral,0,neutral
1740095749.5233,neutral,0,neutral,0,neutral
1740095749.555,neutral,0,neutral,0,neutral
1740095749.5865,neutral,0,neutral,0,neutral
1740095749.618,neutral,0,neutral,0,neutral
1740095749.6492,neutral,0,neutral,0,neutral
1740095749.6805,neutral,0,neutral,0,neutral
1740095749.7122,neutral,0,neutral,0,neutral
1740095749.7439,neutral,0,neutral,0,neutral
1740095749.7757,neutral,0,neutral,0,neutral
1740095749.8072,neutral,0,neutral,0,neutral
1740095749.8387,neutral,0,neutral,0,neutral
1740095749.8706,neutral,0,neutral,0,neutral
1740095749.9023,neutral,0,neutral,0,neutral
1740095749.9343,neutral,0,neutral,0,neutral
1740095749.9656,neutral,0,neutral,0,neutral
1740095749.9969,neutral,0,neutral,0,neutral
1740095750.0284,neutral,0,neutral,0,neutral
1740095750.0597,neutral,0,neutral,0,neutral
1740095750.0915,neutral,0,neutral,0,neutral
1740095750.1234,neutral,0,neutral,0,neutral
1740095750.1551,neutral,0,neutral,0,neutral
1740095750.1864,neutral,0,neutral,0,neutral
1740095750.2175,neutral,0,neutral,0,neutral
1740095750.2487,neutral,0,neutral,0,neutral
1740095750.2802,neutral,0,neutral,0,neutral
1740095750.3117,neutral,0,neutral,0,neutral
1740095750.343,neutral,0,neutral,0,neutral
1740095750.3744,neutral,0.128772,frown,0,neutral
1740095750.4061,neutral,0.128772,frown,0,neutral
1740095750.4378,neutral,0.128772,frown,0,neutral
1740095750.4697,neutral,0.128772,frown,0,neutral
1740095750.5012,neutral,0.065013,frown,0,neutral
1740095750.533,neutral,0.065013,frown,0,neutral
1740095750.5643,neutral,0.065013,frown,0,neutral
1740095750.596,neutral,0.065013,frown,0,neutral
1740095750.6273,neutral,0.066651,frown,0,neutral
1740095750.6588,neutral,0.066651,frown,0,neutral
1740095750.6902,neutral,0.066651,frown,0,neutral
1740095750.7217,neutral,0.066651,frown,0,neutral
1740095750.753,neutral,0.054093,frown,0,neutral
1740095750.7845,neutral,0.054093,frown,0,neutral
1740095750.8162,neutral,0.054093,frown,0,neutral
1740095750.8482,neutral,0.054093,frown,0,neutral
1740095750.8797,neutral,0.068579,frown,0,neutral
1740095750.9108,neutral,0.068579,frown,0,neutral
1740095750.9423,neutral,0.068579,frown,0,neutral
1740095750.9739,neutral,0.068579,frown,0,neutral
1740095751.0056,neutral,0.105586,frown,0,neutral
1740095751.0375,neutral,0.105586,frown,0,neutral
1740095751.0694,neutral,0.105586,frown,0,neutral
1740095751.1011,neutral,0.105586,frown,0,neutral
1740095751.1325,neutral,0.053188,frown,0,neutral
1740095751.1636,neutral,0.053188,frown,0,neutral
1740095751.1947,neutral,0.053188,frown,0,neutral
1740095751.2262,neutral,0.053188,frown,0,neutral
1740095751.2577,neutral,0.041706,frown,0,neutral
1740095751.2891,neutral,0.041706,frown,0,neutral
1740095751.3206,neutral,0.041706,frown,0,neutral
1740095751.3521,neutral,0.041706,frown,0,neutral
1740095751.3838,neutral,0.030126,frown,0,neutral
1740095751.4157,neutral,0.030126,frown,0,neutral
1740095751.4471,neutral,0.030126,frown,0,neutral
1740095751.4784,neutral,0.030126,frown,0,neutral
1740095751.5097,neutral,0.039012,frown,0,neutral
1740095751.541,neutral,0.039012,frown,0,neutral
1740095751.5722,neutral,0.039012,frown,0,neutral
1740095751.6035,neutral,0.039012,frown,0,neutral
1740095751.6354,neutral,0.041083,frown,0,neutral
1740095751.6669,neutral,0.041083,frown,0,neutral
1740095751.6986,neutral,0.041083,frown,0,neutral
1740095751.7304,neutral,0.041083,frown,0,neutral
1740095751.7619,neutral,0.039405,frown,0,neutral
1740095751.7934,neutral,0.039405,frown,0,neutral
1740095751.8249,neutral,0.039405,frown,0,neutral
1740095751.8562,neutral,0.039405,frown,0,neutral
1740095751.8878,neutral,0.083264,frown,0,neutral
1740095751.9195,neutral,0.083264,frown,0,neutral
